Id	LotFrontage	LotArea	Street	Neighborhood	YearBuilt	YearRemodAdd	CentralAir	PavedDrive	SaleCondition	SalePrice
333	85	10655	Pave	NridgHt	2003	2004	Y	Y	Normal	284000
334	59	8198	Pave	NridgHt	2004	2004	Y	Y	Normal	207000
335	59	9042	Pave	Gilbert	1998	1998	Y	Y	Normal	192000
336	NA	164660	Grvl	Timber	1965	1965	Y	Y	Normal	228950
337	86	14157	Pave	StoneBr	2005	2006	Y	Y	Normal	377426
338	70	9135	Pave	CollgCr	2002	2003	Y	Y	Normal	214000
339	91	14145	Pave	NWAmes	1984	1998	Y	Y	Normal	202500
340	66	12400	Pave	NAmes	1958	1998	Y	Y	Normal	155000
341	85	14191	Pave	Timber	2002	2002	Y	Y	Normal	202900
342	60	8400	Pave	SawyerW	1950	1950	Y	N	Normal	82000
343	NA	8544	Pave	NAmes	1949	1950	N	Y	Normal	87500
344	63	8849	Pave	NridgHt	2005	2005	Y	Y	Normal	266000
345	36	2592	Pave	MeadowV	1976	1976	Y	Y	Normal	85000
346	65	6435	Pave	BrkSide	1939	1950	Y	Y	Normal	140200
347	NA	12772	Pave	NAmes	1960	1998	Y	Y	Normal	151500
348	NA	17600	Pave	NAmes	1960	1960	Y	Y	Normal	157500
349	36	2448	Pave	NridgHt	2003	2004	Y	Y	Normal	154000
350	56	20431	Pave	NridgHt	2005	2006	Y	Y	Partial	437154
351	68	7820	Pave	NridgHt	2007	2007	Y	Y	Partial	318061
352	NA	5271	Pave	ClearCr	1986	1986	Y	Y	Abnorml	190000
353	60	9084	Pave	Edwards	1941	1950	N	Y	Normal	95000
354	60	8520	Pave	OldTown	1928	2003	Y	Y	Normal	105900
355	60	8400	Pave	SWISU	1940	2000	Y	Y	Normal	140000
356	105	11249	Pave	CollgCr	1995	1995	Y	Y	Normal	177500
357	NA	9248	Pave	Gilbert	1992	1992	Y	Y	Normal	173000
358	44	4224	Pave	MeadowV	1976	1976	Y	Y	Normal	134000
359	92	6930	Pave	ClearCr	1958	1958	Y	Y	Abnorml	130000
360	78	12011	Pave	NoRidge	1998	1998	Y	Y	Normal	280000
361	NA	7540	Pave	Mitchel	1978	1978	Y	Y	Normal	156000
362	NA	9144	Pave	BrkSide	1940	1982	Y	N	Normal	145000
363	64	7301	Pave	Edwards	2003	2003	Y	Y	Normal	198500
364	21	1680	Pave	BrDale	1972	2007	Y	Y	Normal	118000
365	NA	18800	Pave	NWAmes	1976	1976	Y	Y	Normal	190000
366	59	10690	Pave	IDOTRR	1920	1997	Y	Y	Normal	147000
367	NA	9500	Pave	NAmes	1963	1963	Y	Y	Normal	159000
368	101	9150	Pave	NAmes	1962	1962	Y	Y	Normal	165000
369	78	7800	Pave	NAmes	1954	1954	Y	Y	Normal	132000
370	NA	9830	Pave	NAmes	1959	2006	Y	Y	Normal	162000
371	NA	8121	Pave	Gilbert	2000	2000	Y	Y	Normal	172400
372	80	17120	Pave	ClearCr	1959	1959	Y	N	Normal	134432
373	50	7175	Pave	SawyerW	1984	1984	Y	Y	Normal	125000
374	79	10634	Pave	NAmes	1953	1953	Y	Y	Normal	123000
375	65	8200	Pave	CollgCr	2003	2004	Y	Y	Normal	219500
376	NA	10020	Pave	Edwards	1922	1950	N	Y	Normal	61000
377	57	8846	Pave	CollgCr	1996	1996	Y	Y	Normal	148000
378	102	11143	Pave	Somerst	2004	2005	Y	Y	Normal	340000
379	88	11394	Pave	StoneBr	2010	2010	Y	Y	Partial	394432
380	60	8123	Pave	Gilbert	2000	2000	Y	Y	Normal	179000
381	50	5000	Pave	SWISU	1924	1950	Y	Y	Normal	127000
382	60	7200	Pave	Somerst	2006	2006	Y	Y	Partial	187750
383	79	9245	Pave	CollgCr	2006	2006	Y	Y	Normal	213500
384	60	9000	Pave	SawyerW	1928	1950	N	N	Normal	76000
385	NA	53107	Pave	ClearCr	1992	1992	Y	Y	Normal	240000
386	43	3182	Pave	Blmngtn	2004	2005	Y	Y	Normal	192000
387	58	8410	Pave	Edwards	1910	1996	Y	N	AdjLand	81000
388	72	7200	Pave	Edwards	1976	1976	Y	Y	Abnorml	125000
389	93	9382	Pave	CollgCr	1999	2000	Y	Y	Normal	191000
390	96	12474	Pave	NridgHt	2007	2008	Y	Y	Partial	426000
391	50	8405	Pave	Edwards	1900	1950	Y	Y	Normal	119000
392	71	12209	Pave	Mitchel	2001	2002	Y	Y	Normal	215000
393	NA	8339	Pave	NAmes	1959	1959	Y	Y	Normal	106500
394	NA	7446	Pave	BrkSide	1941	1950	Y	Y	Abnorml	100000
395	60	10134	Pave	OldTown	1940	1950	Y	Y	Normal	109000
396	68	9571	Pave	Edwards	1956	1956	Y	Y	Normal	129000
397	60	7200	Pave	CollgCr	1972	1972	Y	Y	Normal	123000
398	69	7590	Pave	NAmes	1962	1962	Y	Y	Normal	169500
399	60	8967	Pave	IDOTRR	1920	1950	Y	N	Abnorml	67000
400	65	8125	Pave	Somerst	2006	2007	Y	Y	Normal	241000
401	38	14963	Pave	Veenker	1996	1996	Y	Y	Normal	245500
402	65	8767	Pave	CollgCr	2005	2005	Y	Y	Partial	164990
403	60	10200	Pave	Sawyer	1940	1997	Y	N	Normal	108000
404	93	12090	Pave	NoRidge	1998	1998	Y	Y	Abnorml	258000
405	NA	10364	Pave	Gilbert	1995	1996	Y	Y	Normal	168000
406	NA	9991	Pave	Sawyer	1976	1993	Y	Y	Normal	150000
407	51	10480	Pave	SWISU	1936	1950	Y	Y	Normal	115000
408	63	15576	Pave	Crawfor	1915	1976	Y	Y	Normal	177000
409	109	14154	Pave	NridgHt	2006	2006	Y	Y	Partial	280000
410	85	10800	Pave	Somerst	2007	2008	Y	Y	Partial	339750
411	68	9571	Pave	Edwards	1958	1958	Y	Y	Abnorml	60000
412	100	34650	Pave	Gilbert	1955	1955	N	Y	Normal	145000
413	NA	4403	Pave	Somerst	2009	2009	Y	Y	Partial	222000
414	56	8960	Pave	OldTown	1927	1950	Y	Y	Normal	115000
415	59	11228	Pave	SawyerW	1993	1993	Y	Y	Normal	228000
416	73	8899	Pave	Gilbert	2007	2007	Y	Y	Partial	181134
417	74	7844	Pave	Sawyer	1978	1978	Y	Y	Normal	149500
418	86	22420	Pave	Crawfor	1918	1950	N	N	Normal	239000
419	60	8160	Pave	Edwards	1940	1950	N	P	AdjLand	126000
420	65	8450	Pave	NAmes	1968	1968	Y	Y	Normal	142000
421	78	7060	Pave	Mitchel	1997	1998	Y	Y	Alloca	206300
422	NA	16635	Pave	NWAmes	1977	2000	Y	Y	Normal	215000
423	100	21750	Pave	Mitchel	1954	1954	Y	N	Normal	113000
424	80	9200	Pave	NoRidge	1998	1998	Y	Y	Normal	315000
425	72	9000	Pave	NAmes	1956	1956	Y	Y	Normal	139000
426	60	3378	Pave	OldTown	1946	1992	Y	P	Normal	135000
427	NA	12800	Pave	SawyerW	1989	1989	Y	Y	Normal	275000
428	77	8593	Pave	NAmes	1957	1957	Y	Y	Normal	109008
429	64	6762	Pave	CollgCr	2007	2007	Y	Y	Partial	195400
430	130	11457	Pave	Timber	1988	1988	Y	Y	Normal	175000
431	21	1680	Pave	BrDale	1971	1971	Y	Y	Abnorml	85400
432	60	5586	Pave	OldTown	1920	1998	Y	N	Abnorml	79900
433	24	1920	Pave	BrDale	1971	1971	Y	Y	Normal	122500
434	100	10839	Pave	Gilbert	1997	1998	Y	Y	Normal	181000
435	21	1890	Pave	MeadowV	1972	1972	Y	Y	Normal	81000
436	43	10667	Pave	CollgCr	1996	1996	Y	Y	Normal	212000
437	40	4400	Pave	OldTown	1920	1950	Y	Y	Normal	116000
438	50	6000	Pave	BrkSide	1926	2004	Y	Y	Normal	119000
439	40	4280	Pave	Crawfor	1913	2002	N	P	Normal	90350
440	67	12354	Pave	Edwards	1920	2000	Y	Y	Normal	110000
441	105	15431	Pave	NridgHt	2008	2008	Y	Y	Normal	555000
442	92	12108	Pave	Edwards	1955	1955	N	Y	Normal	118000
443	52	6240	Pave	BrkSide	1930	1992	Y	P	Normal	162900
444	53	3922	Pave	Blmngtn	2006	2007	Y	Y	Partial	172500
445	70	8750	Pave	CollgCr	1994	1995	Y	Y	Normal	210000
446	73	9855	Pave	Edwards	1956	1956	Y	Y	Normal	127500
447	137	16492	Pave	NAmes	1966	2002	Y	Y	Normal	190000
448	NA	11214	Pave	Gilbert	1998	1999	Y	Y	Normal	199900
449	50	8600	Pave	IDOTRR	1937	1950	Y	N	Normal	119500
450	50	6000	Pave	OldTown	1948	2002	Y	Y	Normal	120000
451	70	5684	Pave	OldTown	1930	2005	Y	N	Normal	110000
452	62	70761	Pave	ClearCr	1975	1975	Y	Y	Normal	280000
453	NA	9303	Pave	Timber	1996	1997	Y	Y	Normal	204000
454	75	9000	Pave	Somerst	2008	2008	Y	Y	Normal	210000
455	63	9297	Pave	Mitchel	1976	1976	Y	Y	Family	188000
456	80	9600	Pave	NWAmes	1973	1973	Y	Y	Normal	175500
457	34	4571	Pave	OldTown	1916	1950	N	Y	Abnorml	98000
458	NA	53227	Pave	ClearCr	1954	1994	Y	Y	Normal	256000
459	NA	5100	Pave	OldTown	1925	1996	Y	Y	Normal	161000
460	NA	7015	Pave	BrkSide	1950	1950	Y	Y	Normal	110000
461	75	8004	Pave	Somerst	2009	2009	Y	Y	Partial	263435
462	60	7200	Pave	SWISU	1936	2007	Y	Y	Normal	155000
463	60	8281	Pave	Sawyer	1965	1965	Y	Y	Normal	62383
464	74	11988	Pave	Crawfor	1934	1995	Y	Y	Normal	188700
465	60	8430	Pave	CollgCr	1978	1978	Y	Y	Normal	124000
466	NA	3072	Pave	Blmngtn	2004	2004	Y	Y	Normal	178740
467	85	10628	Pave	NAmes	1970	1970	Y	Y	Normal	167000
468	79	9480	Pave	NAmes	1942	1995	Y	Y	Normal	146500
469	98	11428	Pave	NridgHt	2006	2006	Y	Y	Normal	250000
470	76	9291	Pave	SawyerW	1993	1993	Y	Y	Normal	187000
471	NA	6820	Pave	StoneBr	1985	1985	Y	Y	Normal	212000
472	92	11952	Pave	NWAmes	1977	1977	Y	Y	Normal	190000
473	35	3675	Pave	Edwards	2005	2005	Y	Y	Normal	148000
474	110	14977	Pave	NridgHt	2006	2007	Y	Y	Partial	440000
475	41	5330	Pave	StoneBr	2000	2000	Y	Y	Normal	251000
476	80	8480	Pave	Sawyer	1963	1963	Y	Y	Normal	132500
477	75	13125	Pave	CollgCr	1997	1998	Y	Y	Normal	208900
478	105	13693	Pave	NridgHt	2006	2006	Y	Y	Normal	380000
479	79	10637	Pave	CollgCr	2007	2008	Y	Y	Normal	297000
480	50	5925	Pave	OldTown	1937	2000	Y	Y	Alloca	89471
481	98	16033	Pave	NridgHt	2004	2005	Y	Y	Normal	326000
482	72	11846	Pave	NridgHt	2003	2004	Y	Y	Normal	374000
483	50	2500	Pave	OldTown	1915	2005	Y	Y	Normal	155000
484	32	4500	Pave	Mitchel	1998	1998	Y	Y	Normal	164000
485	NA	7758	Pave	Sawyer	1962	2001	Y	Y	Normal	132500
486	80	9600	Pave	NAmes	1950	2007	Y	Y	Normal	147000
487	79	10289	Pave	NAmes	1965	1965	Y	Y	Normal	156000
488	70	12243	Pave	NWAmes	1971	1971	Y	Y	Normal	175000
489	60	10800	Pave	OldTown	1900	1970	N	N	Normal	160000
490	21	1526	Pave	MeadowV	1970	2002	Y	Y	Normal	86000
491	NA	2665	Pave	MeadowV	1976	1976	Y	Y	Normal	115000
492	79	9490	Pave	NAmes	1941	1950	Y	Y	Normal	133000
493	105	15578	Pave	Gilbert	2006	2006	Y	Y	Partial	172785
494	70	7931	Pave	NAmes	1960	1960	Y	Y	Normal	155000
495	50	5784	Pave	OldTown	1938	1996	Y	Y	Normal	91300
496	60	7879	Pave	IDOTRR	1920	1950	N	N	Abnorml	34900
497	NA	12692	Pave	NoRidge	1992	1993	Y	Y	Normal	430000
498	60	9120	Pave	BrkSide	1925	1950	Y	N	Normal	184000
499	65	7800	Pave	Sawyer	1967	2004	Y	Y	Normal	130000
500	70	7535	Pave	NAmes	1958	1985	Y	Y	Normal	120000
501	21	1890	Pave	BrDale	1973	1973	Y	Y	Normal	113000
502	75	9803	Pave	Somerst	2005	2005	Y	Y	Normal	226700
503	70	9170	Pave	Edwards	1965	1965	Y	Y	Normal	140000
504	100	15602	Pave	Crawfor	1959	1997	Y	Y	Normal	289000
505	24	2308	Pave	NPkVill	1974	1974	Y	Y	Normal	147000
506	60	7596	Pave	OldTown	1952	1952	Y	N	Normal	124500
507	80	9554	Pave	SawyerW	1993	1994	Y	Y	Normal	215000
508	75	7862	Pave	Somerst	2009	2009	Y	Y	Partial	208300
509	60	9600	Pave	OldTown	1928	2005	Y	N	Normal	161000
510	80	9600	Pave	NAmes	1959	1959	Y	Y	Normal	124500
511	75	14559	Pave	NAmes	1951	2000	Y	Y	Normal	164900
512	40	6792	Pave	NridgHt	2005	2006	Y	Y	Partial	202665
513	70	9100	Pave	NAmes	1958	1958	Y	Y	Normal	129900
514	71	9187	Pave	Mitchel	1983	1983	Y	Y	Normal	134000
515	55	10594	Pave	Crawfor	1926	1950	N	Y	Normal	96500
516	94	12220	Pave	NridgHt	2009	2009	Y	Y	Partial	402861
517	NA	10448	Pave	NWAmes	1972	1972	Y	Y	Abnorml	158000
518	79	10208	Pave	NoRidge	1996	1997	Y	Y	Normal	265000
519	NA	9531	Pave	CollgCr	1998	1998	Y	Y	Normal	211000
520	53	10918	Pave	Crawfor	1926	2004	Y	Y	Normal	234000
521	60	10800	Pave	OldTown	1900	2000	N	N	Normal	106250
522	90	11988	Pave	NAmes	1957	1957	Y	Y	Normal	150000
523	50	5000	Pave	BrkSide	1947	1950	Y	Y	Normal	159000
524	130	40094	Pave	Edwards	2007	2008	Y	Y	Partial	184750
525	95	11787	Pave	NoRidge	1996	1997	Y	Y	Normal	315750
526	62	7500	Pave	Somerst	2005	2005	Y	Y	Normal	176000
527	70	13300	Pave	NAmes	1956	2000	Y	Y	Normal	132000
528	67	14948	Pave	NridgHt	2008	2008	Y	Y	Partial	446261
529	58	9098	Pave	Edwards	1920	2002	Y	N	Normal	86000
530	NA	32668	Pave	Crawfor	1957	1975	Y	Y	Alloca	200624
531	85	10200	Pave	Timber	1988	1989	Y	Y	Abnorml	175000
532	60	6155	Pave	BrkSide	1920	1999	Y	Y	Normal	128000
533	60	7200	Pave	NAmes	1955	2007	Y	Y	Normal	107500
534	50	5000	Pave	BrkSide	1946	1950	N	N	Normal	39300
535	74	9056	Pave	Gilbert	2004	2004	Y	Y	Normal	178000
536	70	7000	Pave	Edwards	1910	1991	Y	N	Normal	107500
537	57	8924	Pave	CollgCr	1998	1999	Y	Y	Normal	188000
538	NA	12735	Pave	NAmes	1972	1972	Y	Y	Normal	111250
539	NA	11553	Pave	Sawyer	1968	1968	Y	Y	Normal	158000
540	NA	11423	Pave	CollgCr	2001	2002	Y	Y	Normal	272000
541	85	14601	Pave	Timber	2006	2006	Y	Y	Normal	315000
542	NA	11000	Pave	NoRidge	2000	2000	Y	Y	Normal	248000
543	78	10140	Pave	NWAmes	1998	1999	Y	Y	Normal	213250
544	34	4058	Pave	NAmes	1998	1998	Y	Y	Normal	133000
545	58	17104	Pave	Gilbert	2006	2006	Y	Y	Partial	179665
546	NA	13837	Pave	NWAmes	1988	1988	Y	Y	Normal	229000
547	70	8737	Pave	BrkSide	1923	1950	Y	Y	Normal	210000
548	54	7244	Pave	Mitchel	1970	1970	Y	Y	Normal	129500
549	49	8235	Pave	OldTown	1955	1995	Y	Y	Normal	125000
550	75	9375	Pave	Somerst	2003	2004	Y	Y	Normal	263000
551	53	4043	Pave	NPkVill	1977	1977	Y	Y	Abnorml	140000
552	50	6000	Pave	OldTown	1957	1957	Y	Y	Normal	112500
553	87	11146	Pave	NridgHt	2006	2006	Y	Y	Normal	255500
554	67	8777	Pave	Edwards	1949	2003	Y	N	Normal	108000
555	85	10625	Pave	NridgHt	2003	2004	Y	Y	Normal	284000
556	58	6380	Pave	BrkSide	1922	1950	Y	Y	Normal	113000
557	69	14850	Pave	NAmes	1957	1957	Y	Y	Normal	141000
558	60	11040	Pave	IDOTRR	1920	1950	Y	Y	Normal	108000
559	57	21872	Pave	Gilbert	1996	1997	Y	Y	Normal	175000
560	NA	3196	Pave	Blmngtn	2003	2004	Y	Y	Normal	234000
561	NA	11341	Pave	Sawyer	1957	1996	Y	Y	Normal	121500
562	77	10010	Pave	Mitchel	1974	1975	Y	Y	Normal	170000
563	63	13907	Pave	Edwards	1940	1969	Y	Y	Normal	108000
564	66	21780	Pave	Edwards	1918	1950	Y	N	Normal	185000
565	NA	13346	Pave	NoRidge	1992	2000	Y	Y	Normal	268000
566	66	6858	Pave	SWISU	1915	1950	N	Y	Normal	128000
567	77	11198	Pave	StoneBr	2005	2007	Y	Y	Normal	325000
568	70	10171	Pave	NridgHt	2004	2004	Y	Y	Normal	214000
569	79	12327	Pave	SawyerW	1983	2009	Y	Y	Normal	316600
570	NA	7032	Pave	NAmes	1979	1979	Y	Y	Normal	135960
571	74	13101	Pave	NAmes	1965	1965	Y	Y	Normal	142600
572	60	7332	Pave	NAmes	1959	1959	Y	Y	Abnorml	120000
573	83	13159	Pave	Timber	2009	2009	Y	Y	Partial	224500
574	76	9967	Pave	Gilbert	2000	2000	Y	Y	Normal	170000
575	70	10500	Pave	NAmes	1971	2005	Y	Y	Normal	139000
576	80	8480	Pave	NAmes	1947	1950	Y	Y	Abnorml	118500
577	52	6292	Pave	SWISU	1928	1950	Y	Y	Normal	145000
578	96	11777	Pave	Sawyer	1966	1966	Y	Y	Abnorml	164500
579	34	3604	Pave	Somerst	2007	2007	Y	Y	Abnorml	146000
580	81	12150	Pave	OldTown	1954	1954	N	Y	Normal	131500
581	NA	14585	Pave	NAmes	1960	1987	Y	Y	Normal	181900
582	98	12704	Pave	NridgHt	2008	2009	Y	Y	Partial	253293
583	81	11841	Grvl	Edwards	1990	1990	Y	Y	Normal	118500
584	75	13500	Pave	OldTown	1893	2000	Y	Y	Normal	325000
585	51	6120	Pave	BrkSide	1935	1995	Y	Y	Normal	133000
586	88	11443	Pave	Timber	2005	2006	Y	Y	Partial	369900
587	55	10267	Pave	BrkSide	1918	2000	Y	N	Normal	130000
588	74	8740	Pave	Sawyer	1982	1982	Y	Y	Normal	137000
589	65	25095	Pave	ClearCr	1968	2003	Y	Y	Partial	143000
590	50	9100	Pave	BrkSide	1930	1960	Y	P	Normal	79500
591	64	8320	Pave	CollgCr	2004	2004	Y	Y	Normal	185900
592	97	13478	Pave	NridgHt	2008	2008	Y	Y	Normal	451950
593	60	6600	Pave	Mitchel	1982	2003	Y	Y	Normal	138000
594	NA	4435	Pave	CollgCr	2003	2003	Y	Y	Normal	140000
595	88	7990	Pave	CollgCr	1975	1975	Y	Y	Normal	110000
596	69	11302	Pave	StoneBr	2005	2006	Y	Y	Partial	319000
597	60	3600	Pave	OldTown	1910	1993	N	N	Normal	114504
598	53	3922	Pave	Blmngtn	2006	2007	Y	Y	Partial	194201
599	80	12984	Pave	Crawfor	1977	1977	Y	Y	Normal	217500
600	24	1950	Pave	Blueste	1980	1980	Y	Y	Normal	151000
601	74	10927	Pave	NridgHt	2005	2005	Y	Y	Normal	275000
602	50	9000	Pave	IDOTRR	1937	1950	Y	P	Normal	141000
603	80	10041	Pave	SawyerW	1992	1992	Y	Y	Abnorml	220000
604	30	3182	Pave	Somerst	2004	2005	Y	Y	Normal	151000
605	88	12803	Pave	CollgCr	2002	2002	Y	Y	Normal	221000
606	85	13600	Pave	NAmes	1965	1990	Y	Y	Normal	205000
607	82	12464	Pave	CollgCr	1996	1996	Y	Y	Normal	152000
608	78	7800	Pave	Edwards	1948	2002	Y	Y	Normal	225000
609	78	12168	Pave	Crawfor	1934	1998	Y	Y	Alloca	359100
610	61	7943	Pave	Sawyer	1961	1961	Y	Y	Normal	118500
611	NA	11050	Pave	CollgCr	2000	2000	Y	Y	Normal	313000
612	NA	10395	Pave	NWAmes	1978	1978	Y	Y	Normal	148000
613	NA	11885	Pave	CollgCr	2001	2001	Y	Y	Normal	261500
614	70	8402	Pave	Mitchel	2007	2007	Y	Y	Partial	147000
615	21	1491	Pave	MeadowV	1972	1972	Y	Y	Normal	75500
616	80	8800	Pave	NAmes	1963	1963	Y	Y	Abnorml	137500
617	NA	7861	Pave	Gilbert	2002	2003	Y	Y	Normal	183200
618	59	7227	Pave	NAmes	1954	1954	Y	Y	Normal	105500
619	90	11694	Pave	NridgHt	2007	2007	Y	Y	Partial	314813
620	85	12244	Pave	Timber	2003	2003	Y	Y	Normal	305000
621	45	8248	Pave	Edwards	1914	1950	N	N	Normal	67000
622	90	10800	Pave	NWAmes	1974	1997	Y	Y	Normal	240000
623	71	7064	Pave	Sawyer	1977	1977	Y	Y	Normal	135000
624	NA	2117	Pave	Somerst	2000	2000	Y	Y	Normal	168500
625	80	10400	Pave	NWAmes	1972	1972	Y	Y	Normal	165150
626	87	10000	Pave	NAmes	1962	1962	Y	Y	Normal	160000
627	NA	12342	Pave	NAmes	1960	1978	Y	Y	Normal	139900
628	80	9600	Pave	NAmes	1955	1972	Y	Y	Normal	153000
629	70	11606	Pave	NAmes	1969	1969	Y	Y	Family	135000
630	82	9020	Pave	NAmes	1964	1964	Y	Y	Normal	168500
631	50	9000	Pave	OldTown	1880	1991	Y	N	Abnorml	124000
632	34	4590	Pave	NridgHt	2006	2006	Y	Y	Normal	209500
633	85	11900	Pave	NWAmes	1977	1977	Y	Y	Family	82500
634	80	9250	Pave	NAmes	1954	2005	Y	Y	Normal	139400
635	64	6979	Pave	OldTown	1980	1980	Y	Y	Normal	144000
636	60	10896	Pave	SWISU	1914	1995	Y	N	Abnorml	200000
637	51	6120	Pave	BrkSide	1936	1950	N	N	Normal	60000
638	50	6000	Pave	OldTown	1954	1954	Y	Y	Normal	93000
639	67	8777	Pave	Edwards	1910	1950	Y	P	Normal	85000
640	53	3982	Pave	Blmngtn	2006	2006	Y	Y	Partial	264561
641	62	12677	Pave	NridgHt	2003	2004	Y	Y	Normal	274000
642	NA	7050	Pave	Somerst	2001	2001	Y	Y	Normal	226000
643	75	13860	Pave	NAmes	1972	1995	Y	Y	Normal	345000
644	80	10793	Pave	NWAmes	1969	1969	Y	Y	Normal	152000
645	85	9187	Pave	Somerst	2009	2009	Y	Y	Partial	370878
646	NA	10530	Pave	NAmes	1971	1971	Y	Y	Normal	143250
647	60	7200	Pave	NAmes	1950	1950	Y	Y	Normal	98300
648	85	10452	Pave	Edwards	1953	1953	Y	Y	Normal	155000
649	70	7700	Pave	NAmes	1966	1966	Y	Y	Normal	155000
650	21	1936	Pave	MeadowV	1970	1970	Y	Y	Normal	84500
651	65	8125	Pave	Somerst	2007	2007	Y	Y	Normal	205950
652	60	9084	Pave	Edwards	1940	1950	Y	P	Normal	108000
653	70	8750	Pave	CollgCr	1996	1996	Y	Y	Normal	191000
654	60	10320	Pave	IDOTRR	1906	1995	Y	Y	Normal	135000
655	91	10437	Pave	NoRidge	1995	1995	Y	Y	Normal	350000
656	21	1680	Pave	BrDale	1971	1971	Y	Y	Family	88000
657	72	10007	Pave	NAmes	1959	2006	Y	Y	Normal	145500
658	60	7200	Pave	Crawfor	1931	2000	Y	P	Normal	149000
659	78	17503	Pave	NAmes	1948	1950	Y	Y	Abnorml	97500
660	75	9937	Pave	Edwards	1964	1999	Y	Y	Normal	167000
661	NA	12384	Pave	NWAmes	1976	1976	Y	Y	Normal	197900
662	52	46589	Pave	NoRidge	1994	2005	Y	Y	Normal	402000
663	120	13560	Pave	NAmes	1968	1968	Y	Y	Normal	110000
664	90	10012	Pave	Edwards	1972	1972	Y	Y	Normal	137500
665	49	20896	Pave	Somerst	2005	2006	Y	Y	Partial	423000
